Class,F1-Score
Tomato_Bacterial_spot,0.986046511627907
Tomato_Early_blight,0.94
Tomato_Late_blight,0.9738219895287958
Tomato_Leaf_Mold,0.9743589743589743
Tomato_Septoria_leaf_spot,0.9885714285714285
Tomato_Spider_mites_Two_spotted_spider_mite,0.9793510324483776
Tomato__Target_Spot,0.9637681159420289
Tomato__Tomato_YellowLeaf__Curl_Virus,0.9921752738654147
Tomato__Tomato_mosaic_virus,0.972972972972973
Tomato_healthy,0.9905956112852664
