Class,F1-Score
Tomato_Bacterial_spot,0.9953271028037384
Tomato_Early_blight,0.9950248756218906
Tomato_Late_blight,0.9973753280839895
Tomato_Leaf_Mold,1.0
Tomato_Septoria_leaf_spot,0.9971671388101983
Tomato_Spider_mites_Two_spotted_spider_mite,0.991044776119403
Tomato__Target_Spot,0.9822064056939501
Tomato__Tomato_YellowLeaf__Curl_Virus,1.0
Tomato__Tomato_mosaic_virus,0.9866666666666667
Tomato_healthy,1.0
