Class,F1-Score
Tomato_Bacterial_spot,0.993006993006993
Tomato_Early_blight,0.9387755102040817
Tomato_Late_blight,0.9790575916230366
Tomato_Leaf_Mold,0.9947089947089947
Tomato_Septoria_leaf_spot,0.9743589743589743
Tomato_Spider_mites_Two_spotted_spider_mite,0.973293768545994
Tomato__Target_Spot,0.9469964664310954
Tomato__Tomato_YellowLeaf__Curl_Virus,0.9984399375975039
Tomato__Tomato_mosaic_virus,0.961038961038961
Tomato_healthy,0.9968652037617555
